Company,Day,Subject,Content
Nylas,Day 7,Re: Appropriate Person?,"Hi !first_name,
We know it¡¯s a pain when your product roadmap stalls because you¡¯re fixing bugs for mailbox connections. Let Nylas do it for you.  We power email, scheduling, and contacts for CRMs like Pipedrive and Infusionsoft with our out of the box integrations. Read why about whether to buy vs. build (https://drive.google.com/file/d/1nRqUJncwuaUi41r3ebBaBUOuIDV86Van/view), and how you can free up eng time to focus on other higher priority items.
If you'd like to chat about we can help !company to do this, you can book in a time via the link in my signature below.
Best,
John Doe
Account Executive
Schedule a call (https://www.timekit.io/)
Nylas.com"
Nylas,Day 9,Re: Appropriate Person?,"Hi !first_name,
I hope I¡¯m not bothering you -- could you please get me in contact with the person at !company in charge of engineering or product?
I¡¯d like to share how Nylas can save !company money and time through our email, calendar, and contacts APIs, while driving end user engagement in your platform.
Read how we¡¯ve helped Pipedrive and Leadgenius to do this - We can do the same for !company!
Best,
John Doe
Account Executive
Schedule a call (https://www.timekit.io/)
Nylas.com"
Nylas,Day 13,Re: Appropriate Person?,"Hi !first_name,
I wanted to reach out again as I know Nylas can add a lot of value when it comes to integrating email and calendar into your platform. I¡¯d love to share how we¡¯re doing this with our customers, and how we¡¯ve helped our customers save eng time and increase revenue through our APIs.
If you¡¯d like to enhance your user experience, and free up your development time - please schedule a time to speak with me via the link in my signature.
Looking forward to hearing from you!
Best,
John Doe
Account Executive
Schedule a call (https://www.timekit.io/)
Nylas.com"
Nylas,Day 14,Re: Appropriate Person?,"Hi !first_name,
I haven¡¯t heard back from anyone on the team and was wondering if Nylas APIs integrations are of any interest to you? If it makes sense to talk, let me know how your calendar looks. You can also schedule a time to speak via the link in my calendar below.
If this is not your department, who is the appropriate person for me to talk to?
Best,
John Doe
Account Executive
Schedule a call (https://www.timekit.io/)
Nylas.com"
Periscope,Day 0,A new team for !company_name,"Hi !first_name,
Not sure if you've heard, but we recently started a new team focused on helping growing companies like !company_name who are facing challenges with how they store data, make it accessible for everyone, and use it to make important decisions.
We know price is top of mind as well - and we want to help you get access to a premier product at a price point that makes sense.
Similar teams use Periscope for:
Fast ad-hoc reporting & data exploration
Joining data sources into a single source of truth
Dashboarding, visualization, and deep analysis with R & Python
As we start the new year I'm curious to learn about the challenges your team faces and how, in an ideal world, you'd like to be using data.
Would you be open to grabbing 10 minutes this week to discuss?
Best,
John Doe"
Periscope,Day 3,"hey !first_name, quick question","!first_name,
If you're like most companies you're collecting a ton of data from a lot of different sources, but struggling to find a way to join that data and turn it into something meaningful and actionable.
Periscope can help you join all of your data into a single source of truth and allow everyone at !company_name to start making data driven decisions with our new Unified Data Platform.
If you're willing to give me 15 minutes, I can show you how our customers use Periscope to unify their data into a powerful warehouse, reduce time to insight, and drive decision making.
What's the best way to earn a few minutes of your time to discuss?
Thanks,
John Doe"
Periscope,Day 6,quick story that reminded me of !company_name,"Hey !first_name,
One of our earliest customers, Flexport, is now valued at close to one billion dollars.
From the get-go, they made a decision to have a data driven culture - where it be on the product, marketing, or sales team. Hear Flexport's experience with Periscope in their own words: Data at Flexport
I want to help you and everyone at !company_name have this same type of success.
Can we pin down 15 minutes this week to discuss?
Best,
John Doe"
Periscope,Day 9,RE: quick story that reminded me of !company_name,"Hi !first_name,
Wanted to reach out to set aside some time next week to discuss getting Periscope Data in your hands in 2018.
What are your thoughts?
Thanks,
John Doe"
Periscope,Day 10,RE: quick story that reminded me of !company_name,"Hi !first_name,
Wanted to bubble this back to the top of your inbox - I'm sure I wasn't the only one to email you yesterday! Thoughts?
Best,
John Doe"
Periscope,Day 13,Persistent or Pest?,"Hi !first_name,
I'm trying to walk the line between being a pest and being persistent. I'm confident that at a minimum experiencing a complimentary trial of Periscope Data would be of value to you, but understand that you are very busy.
It would be greatly appreciated if you can let me know if number 1, 2, or 3 is the reason you have not responded to my messages.
1) - You are interested now, but simply have been too busy to get started
2) - You were eaten by an alligator
3) - You are not the right person at !company_name, but you recommend I get in touch with:
With your success in mind,
John Doe"
Periscope,Day 16,"With all due respect, I can help","!first_name, I thought !company_name and Periscope were a good match, but I totally get it. The timing just isn't right.
If you're seeking to improve your SQL workflow at any point, shoot me an email (or sign-up for direct access).
Until then, best of luck with your work.
Sincerely,
John Doe"
Outreach,Day 0,"!first_name, it was great meeting you","Hi !first_name,
Our team enjoyed meeting you at Dreamforce - you may remember us scanning your badge when you stopped by our booth. Your personal journey with Outreach begins with this email!
Watch as my follow-up unfolds and compare it with how your team might currently follow up with leads generated at events like this. Our entire team will follow up with every lead this way, helping us to expand our pipeline (all while taking care of our normal sales motions).
Below are the process steps Outreach will empower me to do:
- Email 1 (today) - Outreach sent this email after you were loaded as a lead in Salesforce by our marketing team
- Email 2 (tomorrow) - You'll receive a reply to this thread that Outreach will send for me from my email account
- Email 3 (2 days later) - Outreach will send another reply for me in this same thread
- Call 1 (1 day later) - Outreach will queue a phone call (with a Voicemail if we don't connect)
- Social Touch 1 - Outreach will instruct me to connect with you on LinkedIn
- Call 2 (2 days later) - Outreach will prompt me to call you again (no VM)
- Social Touch 2 (4 days later) - Outreach reminds me to visit your LinkedIn profile so your LinkedIn recap shows you my profile picture in your ""Who's Viewed Your Profile"" section
- Email 4 (1 day later) - Outreach will send an email as part of a new thread
- Call 3 (2 days later) - Outreach will tell me to call you and leave a VM
- Task 1 (2 days later) - Outreach will tell me you haven't replied and prompt me to decide on next actions
That's 9 touches over 15 business days -- unless you decide to engage with me somewhere along the way. The system is also smart enough to pause and resume at a later date if we get an out-of-office reply. All of this activity will be auto-logged on your contact (and account) record in Salesforce. In addition, your lead status will be updated to reflect where you are in our conversion funnel and we'll have insights on every interaction you have with any content in my messaging.
So, hold me to it. You'll only stop this stream if you engage with me. Then, we'll schedule a time to show you how your team can follow up like this (which is just one need/challenge Outreach solves).
Look for my next email in two days.
Best,
John Doe"
Outreach,Day 1,"RE: !first_name, it was great meeting you","Hi !first_name,
Here's my first reply to our email - Outreach is automatically sending this for me. Most teams we work with send out a highly personalized ""manual"" email and then follow up with a simple auto email to keep the conversation going.
By mixing manual and automated steps reps immediately double their productivity.
Here is where we are in our follow up sequence with you:
- Outreach sent the first email DONE
- Today you received this reply thread that Outreach sent for me
- two days later, the system will send another reply for me
- the next day, Outreach will tell me to call you
- later the system will tell me to send a LinkedIn InMail to you
- two days later Outreach will tell me to call you
- four days afterward I'll look at your LinkedIn profile so you see my profile picture in the ""Who's Viewed Your Profile"" section
- the next day, Outreach will send you an email for me
- another two days later Outreach will tell me to call you
- after two more days, Outreach will show me that you haven't replied and tell me I need either put you into another sequence or halt for now
Another email is on it's way in 2 days - does it make sense to talk before then?
Best,
John Doe"
Outreach,Day 4,"RE: !first_name, it was great meeting you","!first_name,
This is touch #3. Again, Outreach sent this for me, and I'm doing nothing except waiting for your reply -- well, besides researching new accounts, prospects and executing tasks that require my skills as a human.
- Outreach sent this email - DONE
- Received a reply to this thread that Outreach sent for me - DONE
- Today, Outreach sent this auto reply for me
- the next day, Outreach will tell me to call you
- later the system will tell me to send a LinkedIn InMail to you
- two days after that Outreach will tell me to call you
- four days afterward I'll look at your LinkedIn profile so you see my profile picture in the ""Who's Viewed Your Profile"" section
- the next day, Outreach will send you an email for me
- another two days later Outreach will tell me to call you
- after two more days, Outreach will show me that you haven't replied and tell me I need to either put you into another sequence or halt for now
Many reps give up after three touches, but if you don't reply today, listen for my call tomorrow.
Best,
John Doe"
Outreach,Day 26,boosting pipeline for !company_name,"Hi !first_name,
It's been almost 2 weeks since our team chatted with you at Dreamforce and here we are 8 touchpoints later:
- Outreach sent first email - DONE
- you received a reply to this thread that Outreach sent for me - DONE
- two days later, the system sent another reply for me - DONE
- the next day, Outreach told me to call you - DONE
- later the system told me to send a LinkedIn InMail to you - DONE
- two days after that Outreach told me to call you - DONE
- four days afterward I looked at your LinkedIn profile so you saw my profile picture in the ""Who's Viewed Your Profile"" section - DONE
- Today, Outreach sent you this email for me
- two days from now Outreach will tell me to call you
- two days after that, Outreach will show me that you haven't replied and tell me I need to either put you into another sequence or halt for now
Outreach sequences can be customized any way you want. In fact, we can take what your best reps do and clone it across the rest of the team. This gets your weaker reps working at the highest level possible, all while A/B testing everything in order to consistently improve your messaging and drive results.
Now that you've experienced Outreach, let's schedule some time to dig in.
John Doe"
Outreach,Day 60,Aristotle + my SVP of rev ops,"!first_name,
I know now isn't the best time to be looking into a new sales acceleration platform, but just wanted to send you a quick message to stay on your radar. Just because you're not an Outreach customer doesn't mean you can't stand up with us to strive for sales excellence.
Check out this interview with my SVP of Revenue Operations Matt Millen, where he discusses his experience working for Tony Robbins, and the one principle that has rung true for him the last 30 years while in sales: the most excellent sellers are those who can construct a story with soul.
Looking forward to continuing our relationship.
Thanks,
John Doe
P.S. ¡°You are what you repeatedly do. Excellence is not an event ? it is a habit.¡± - Aristotle"
Outreach,Day 81,Outreach featured in Forbes,"Hi !first_name,
Outreach was named by Forbes as one of ""The Next Billion Dollar Startups"" which we found to affirm the work that we are doing to help sales people like you spread your innovations to the world. Don't take it from us though, Jessica at Adroll found engagement rates increase across the board for her sales team: ""With Outreach's personalization, our appointment rates have nearly tripled.""
!first_name, Hope everything is going well for you and your team. Please reach out if you'd like me to send over some additional resources.
Best,
John Doe"
Outreach,Day 111,Babe Ruth said it best,"!first_name,
What do you get when you mix maximum effort with maximum results? Would you say that is a combination of cranking it and killing it? Possibly even ""Crillin' it?""
Mark Kosoglow, VP of Sales, came up with this term to explain how sales teams using Outreach are performing. Outreach allows you to take your current sales process and do 2 things:
Create it, test it, strengthen it, perfect it, then...
Automate it so that process is executed by every rep on every lead every time
Babe Ruth really said it best: ""Yesterday's home runs don't win today's games"". Sales reps can never stop hustling or they end up losing the game. With Outreach, your team can spend more time doing what they do best: selling.
!first_name, are your reps ""crillin' it"" at !company_name? :)
John Doe"
Stemx,Day 0,Intro,"Hi !first_name
I'm John the co-founder of StemX, I appreciate this is quite out of the blue but these days you have to think on your feet. As a founder, I'm sure you get messages daily from people pitching their products and services, which is not what I want to do.
I'm asking if you could point me in the right direction to who is responsible for Recruitment at !company? We have built a video interviewing platform designed to slash both time and money spent on hiring new staff. We're currently looking to increase the amount of tech-focused teams that use our platform which is why we're offering unlimited usage of the platform for the whole company. If you're interested in new technology and being an early adopter of disruptive software then now's the time to be part of shaping recruitments future.
If you like what you see here and are interested in finding out more then please get in touch with me!
The best ways to get in touch with me are via email (john@stemx.co.uk) or you can contact me on LinkedIn.
I really hope to hear back from you.
Kind Regards,
John Doe"
Scotch & Pretzels,Day 0,PR idea for !company,"Hi !first_name,
How is your team drumming up press for !company?
After spending over $100,000 in retainers, with a well known PR agency at my previous startup -- we saw minimal results. It was a huge waste of money. After that, I launched Scotch & Pretzels to help startups get the PR coverage they deserve, but only paying for the press they get.
We've helped over 100 startups like yours get press with our ¡°Pay-Per-Placement PR¡± model, without ever charging a monthly retainer.
I'd love to tell you how we can help get !company more press. Are you free for a quick 15 minute call next week to discuss !first_name?
Thanks,
John Doe
Scotch & Pretzels
1-234-567-9810
If you don't want to hear from me again, please let me know."
Cover,Day 0,Insurance Help,"Hey !first_name
My name is John and I work for a fellow tech company, Cover. We help other tech insurance companies lower their insurance costs.
Our service is entirely free. People helping people! We normally start by doing a market audit which normally only takes a 5 minute phone call or you can fill out a quick form to see if there are better prices out there.
Do you have a quick minute to chat?
Best,
John Doe
Commercial Lead
Cover Financial Inc."
Cover,Day 2,Re: Insurance Help,"!first_name,
Wanted to touch base regarding my previous message.
Finding the appropriate coverage for innovative companies can be complicated and expensive. We've partnered with some of the biggest names in the industry to meet dynamic coverage needs for tech companies. We should be able to streamline this process and save you money as well.
I'd love to see if there's anything we can do to help. Do you have a minute to jump on a quick call?
Thanks,
John Doe
Cover Financial"
Carta,Day 0,!first_name | Carta,"Hi !first_name,
Noticed you're a co-founder over at !company and thought you might be familiar with Carta through your investors - wanted to check in and see how you're managing your cap table and/or any upcoming 409a valuation projects.
As a refresher, over 10,000 companies use Carta (formerly eShares) to avoid the hassle of manually updating the cap table, cut costs issuing equity, and reduce legal expenses.
Are you open to a short 10-min call to learn if Carta might be a good fit?
Book a meeting
Thanks!
john
--
Book a meeting: https://hello.carta.com/c/john_doe
John Doe
Private Markets
(650)-555-5555
www.carta.com"
Carta,Day 2,Re: !first_name | Carta,"!first_name,
I tried giving you a call - just wanted to follow up with an email, in case it's more convenient for you.
Do you have 5-10 minutes on Monday?
Book a meeting
Thanks,
john
--
Book a meeting: https://hello.carta.com/c/john_doe
John Doe
Private Markets
(650)-555-5555
www.carta.com"
SurveyMonkey,Day 0,Interested in learning more?,"Hi !first_name,
Thank you for watching a quick demo of SurveyMonkey.
I¡¯d love to get your feedback and learn about your program needs.
Do you have 10-minutes to chat?
John Doe
Sales Development Representative
(650)-555-5555  | john.doe@surveymonkey.com
#powerthecurious"
SurveyMonkey,Day 4,Re: Interested in learning more?,"Hi !first_name,
Just following up on my last email - are you interested in learning more about SurveyMonkey?
John Doe
Sales Development Representative
(650)-555-5555  | john.doe@surveymonkey.com
#powerthecurious"
SurveyMonkey,Day 4,Re: Interested in learning more?,"Hey !first_name,
Sorry we haven¡¯t been able to connect - I know it¡¯s a busy time of year.
Would it make sense for me to circle back in the coming weeks?
John Doe
Sales Development Representative
(650)-555-5555  | john.doe@surveymonkey.com
#powerthecurious"
SurveyMonkey,Day 10,Re: Interested in learning more?,"Hi !first_name,
I¡¯ve sent a few emails but I haven¡¯t heard back from you.
Could you help me by letting me know if any of the following options explain why we haven¡¯t connected?
1) Actually, I am interested! Please send me an invite for a 15-minute call.
2) I have been really busy, but I am still interested in learning more about SurveyMonkey.
3) I hate to break it to you, but this doesn't seem like a good fit for my program.
Looking forward to hearing from you!
John Doe
Sales Development Representative
(650)-555-5555  | john.doe@surveymonkey.com
#powerthecurious"
SurveyMonkey,Day 15,A little refresh,"Hi !first_name,
I know you watched our SurveyMonkey demo video last week, but I thought I¡¯d share more information about us. I¡¯ll be sending you resources on best practices, our customers, and how we can help streamline your application process.
Please let me know if anything resonates or if there¡¯s specific information I can share!
If you'd like me to stop sending you emails, please click here.
John Doe
Sales Development Representative
(650)-555-5555  | john.doe@surveymonkey.com
#powerthecurious"
SurveyMonkey,Day 21,Re: A little refresh,"Hi !first_name,
Want to hear from our customers?  Read a few of their stories below!
- We've helped organizations like the Giving Kitchen modernize their application to reduce the manual workload and enable them to meet requests quickly and with compassion.
- We¡¯ve helped the Town of Breckenridge save over 5000 pieces of paper and connect with more local families to offer assistance that will provide stability and peace of mind.
- We've helped educational institutions like The University of Michigan collect applications for medical education and graduate school preparation programs.
- We¡¯ve helped academic medical centers like Dartmouth-Hitchcock create a more effective workflow for application programs that serve their community.
What program challenges are you looking to tackle?
John Doe
Sales Development Representative
(650)-555-5555  | john.doe@surveymonkey.com
#powerthecurious"
SurveyMonkey,Day 26,Re: A little refresh,"Hi !first_name,
Are you looking for better ways to integrate your systems? I¡¯ve attached a feature sheet for your viewing!
John Doe
Sales Development Representative
(650)-555-5555  | john.doe@surveymonkey.com
#powerthecurious"
SurveyMonkey,Day 33,Re: A little refresh,"Hi !first_name,
Want to learn about our reporting features? Click here for our approach to tackling 3 common data collection challenges.
John Doe
Sales Development Representative
(650)-555-5555  | john.doe@surveymonkey.com
#powerthecurious"
SurveyMonkey,Day 40,Re: A little refresh,"Hi !first_name,
Are you weeding through applications that don¡¯t meet your criteria? Here's how you can save time and eliminate underqualified applicants quickly!
Click to learn more
John Doe
Sales Development Representative
(650)-555-5555  | john.doe@surveymonkey.com
#powerthecurious"
SurveyMonkey,Day 47,Re: A little refresh,"Hey !first_name,
Are you tired of waiting for letters of reference? Spending too much time trying to get a hold of your applicants? There has to be an easier way... right?
Click here for an easier way
John Doe
Sales Development Representative
(650)-555-5555  | john.doe@surveymonkey.com
#powerthecurious"
SurveyMonkey,Day 58,Is our time up?,"Hey !first_name,
I've left you a few messages, but we haven¡¯t been able to connect! I¡¯d hate to fill up your inbox if you¡¯re no longer interested in our solution or if it¡¯s not the best time to chat.
Feel free to take advantage of our resources including demos, blogs, case studies, and webinars for the time being.
Click here if you¡¯d like to reconnect in the future!
John Doe
Sales Development Representative
(650)-555-5555  | john.doe@surveymonkey.com
#powerthecurious"
Zoom,Day 0,!first_name - Zoom contact,"Hi !first_name,
As you have contacted Zoom, I would like to introduce myself as your new point of contact in !country.
I would be happy to connect for a few minutes to learn a bit more about your team's communication environment and find out how Zoom can help you and your business.
Do you have a few minutes to connect tomorrow or the next day?
Cheers,
John Doe
Account Executive
Delivering Happiness at Zoom Communications
Mobile (650)-555-5555 I Web zoom.us"
Zoom,Day 2,Re: !first_name - Zoom contact,"Good morning, !first_name,
Going back to my previous email, would you be open to talking about your company and how you plan to use the Zoom platform?
Thank you,
John Doe
Account Executive
Delivering Happiness at Zoom Communications
Mobile (650)-555-5555 I Web zoom.us"
Zoom,Day 7,Fwd: Re: !first_name - Zoom contact,"Hi !first_name,
I have not heard from you yet and I do not want to flood your inbox with emails. Having said that, I would like to connect for a quick chat to know how you plan to use the Zoom platform.
Usually when I have these conversations with users, we can identify some features that they do not know and answer any remaining questions.
Please, if you have interest, let me know a good day to connect in the next few weeks!
Thank you,
John Doe
Account Executive
Delivering Happiness at Zoom Communications
Mobile (650)-555-5555 I Web zoom.us"
Elastic,Day 0,Elastic Site Search - Overview and Demo,"Hi !first_name,
We hope you found the ""Elastic Site Search - Overview and Demo"" video helpful. I wanted to follow up with relevant supporting materials in our Site Search Information Pack. Here, you¡¯ll find:
- How Site Search will help you create a better search experience
- How to get started with a free trial in minutes
- How other businesses like yours are using Site Search
We would be happy to learn more about your project and answer any questions you may have. Are you open to briefly connecting this week?
Regards,
John
John Doe | User Success Manager | Elastic | (650)-555-5555"
Elastic,Day 2,Re: Elastic Site Search - Overview and Demo,"Hi !first_name,
I hope what I¡¯ve been sending you about Elastic Site Search has been helpful so far. Here are a few additional resources that you may find valuable:
- Asana Customer Story
- TechCrunch Customer Study
- 14-Day Free Trial
I would love to connect you to our Search Specialists so we can better understand and support you in your Search project.
Are you open to briefly connecting next week?
All the best,
John
John Doe | User Success Manager | Elastic | (650)-555-5555"
DiscoverOrg,Day 0,!first_name - Hoping to help,"Hi !first_name, I hope you're doing well as Q2 is in full swing. I know you're busy, so I'll be brief.
Simply put - DiscoverOrg and ZoomInfo have combined forces. We give you the best data on your target prospects. Complete visibility into your target accounts by profiling them with the most advanced technologies on the market, and assuring insane quality the old-fashioned way - calling them all and talking to them with a huge team of researchers.
Immediate insight into decision makers, target buyers, tech landscapes, and insanely accurate contact info contractually guaranteed. All refreshed and updated every quarter.
Due to the acquisition we¡¯re able to offer more than before. We have a few compelling offers that you can take advantage of now as they are short term promotions. I¡¯m certain they¡¯ll bring a ton of value to your business, which is why we should connect now.
I'd like to give you some of our data to test out and show you our platform, can you carve out a few minutes next week for a call?
Hope your week is going well,
~ John Doe
JOHN DOE
Sales Development Representative, DiscoverOrg
P: +1 650.555.5555 | C: +1 650.555.5555
john.doe@mail.discoverorg.io
1 Main, Suite 1 Vancouver WA 98660"
DiscoverOrg,Day 3,,"Hi !first_name, happy Monday, I hope you managed to get more rest than I did over the weekend.
Just checking in as we kick off the week, looking for time this week or next - you name the day, I'm just asking for 15 minutes.
Hope all is well, talk soon,
~ John
PS: Some quick links for you: here's a 3rd party test (https://discoverorg.com/blog/independent-test-discoverorg-data-accuracy-claims/) of our crazy accuracy claims, and here's a 60x ROI within 9 months case study (https://discoverorg.com/case-study/it-roi/)."
DiscoverOrg,Day 6,,"Hi !first_name, hope your week is panning out well, just circling back.
Any chance you can carve out some time this week or next for a quick intro to DiscoverOrg?
Respectfully persistent,
~ John"
DiscoverOrg,Day 10,,"!first_name?
I've sent you a few emails now, would you mind letting me know if I'm missing the mark here?
~ John"
HubSpot,Day 0,Following up,"Hi !first_name,
Thanks for signing up for a Demo of HubSpot.
Feel free to book time directly on my calendar at a time that works best for you. If you don't see anything that works, please shoot me an email or give me a call at +15556666555 and I'll be happy to move some things around for you.
Best,
John Doe
John Doe
Inbound Growth Specialist, HubSpot
p: +15556666555
P.S. This one-time email was sent for your convenience to make your busy schedule a little easier."
HubSpot,Day 0,HubSpot | Demo Request,"Hi !first_name,
I'm reaching out regarding your interest in a demonstration of HubSpot. I will be your point of contact here at HubSpot to ensure you have everything you need to successfully evaluate the software.
For starters, let's jump on a quick call to discuss what sparked your interest in HubSpot and to see if we are the right fit for what you're looking to do with your business.
Let me know when you're free for a call this week or, if it's easier, you can book a time on my calendar HERE.
Thanks,
John
--
John Doe
Inbound Growth Specialist, HubSpot
p: +15556666555
Book time with me!
We're committed to your privacy. HubSpot utilizes both public information and/or the information you provide to us to contact you about our relevant content, products, and services. You may unsubscribe from these communications at any time. For more information, check out our Privacy Policy
--
Prefer fewer emails from me? Click here"
HubSpot,Day 1,Scheduling your HubSpot walk-through,"Hi !first_name,
Following up to get a time scheduled to walk through a demo of HubSpot with you and your team. Please let me know when you're available or feel free to select a 15 minute block to chat if that works for you.
Looking forward to it!
Thanks,
John
--
John Doe
Inbound Growth Specialist, HubSpot
p: +15556666555
Book time with me!
We're committed to your privacy. HubSpot utilizes both public information and/or the information you provide to us to contact you about our relevant content, products, and services. You may unsubscribe from these communications at any time. For more information, check out our Privacy Policy
--
Prefer fewer emails from me? Click here"
HubSpot,Day 3,HubSpot | Demo Request,"Hi !first_name,
Following up on your request to see a demo of HubSpot. Feel free to schedule a meeting directly on my calendar or send times you're available to meet.
In the meantime, feel free to check out HubSpot's value.
Thanks,
John
--
John Doe
Inbound Growth Specialist, HubSpot
p: +15556666555
Book time with me!
We're committed to your privacy. HubSpot utilizes both public information and/or the information you provide to us to contact you about our relevant content, products, and services. You may unsubscribe from these communications at any time. For more information, check out our Privacy Policy
--
Prefer fewer emails from me? Click here"
HubSpot,Day 9,Last HubSpot Follow-Up for !first_name,"Hi !first_name,
I wanted to reach out to you one last time. You requested a demo of HubSpot and I actually have a few suggestions on how your site can work harder for you. If I don't hear back, I'll assume that the timing isn't right.
Feel free to access HubSpot's searchable marketing library or take your marketing skills to the next level by taking our free inbound certification!
Best,
John
--
John Doe
Inbound Growth Specialist, HubSpot
p: +15556666555
Book time with me!
We're committed to your privacy. HubSpot utilizes both public information and/or the information you provide to us to contact you about our relevant content, products, and services. You may unsubscribe from these communications at any time. For more information, check out our Privacy Policy
--
Prefer fewer emails from me? Click here"
Evernote,Day 0,Evernote Business,"Hi first_name
Thank you for contacting our team. I am more than happy to schedule a call to answer any questions you might have towards Evernote Business.
For your convenience please use the link below to schedule a time that works best for you.
Book a time.
Please feel free to email me any questions if that is easiest for you.
Best,
John Doe
Account Executive
(650) 555-5555"
Evernote,Day 1,Evernote Business,"Hi first_name
I recently left you a voicemail in regards to your interest in Evernote Business and would love to schedule some time for us to connect.
Please feel free to use the link below to schedule a time that works best for you.
Book a time.
Look forward to hearing from you.
John Doe
Account Executive
(650) 555-5555"
Evernote,Day 8,Evernote | Following up,"Hi first_name
I¡¯ve been trying to reach you over the last week in response to your request on our website.
If you are still interested in learning about Evernote Business Please use the link below to schedule a time that works best for you.
Book a time.
Thank you.
John Doe
Account Executive
(650) 555-5555"
Evernote,Day 20,Evernote Business - Request for Information,"Hi first_name
You recently expressed interest in learning more about Evernote Business and we have yet to connect.
Please use the link below to schedule a time that works best for you.
Book a time.
Best,
John Doe
Account Executive
(650) 555-5555"
Evernote,Day 30,Evernote Business,"Hi first_name,
Hope your week is going well. I have tried to reach out to you regarding your interest in Evernote Business and have not been able to connect. I would love to answer any questions you may have.
Please feel free to use the link below to schedule a time that works best for you.
Book a time.
John Doe
Account Executive
(650) 555-5555"
Evernote,Day 42,Evernote | Closing Request for Information,"Hi first_name,
I have attempted to reach out to you multiple times and have been unsuccessful. I wanted to send you some additional resources that may be beneficial.
Here is the link to the FAQ for the Business Admin.
If you are still interested in learning about Evernote Business you can book time with me via the link below.
John Doe
Account Executive
(650) 555-5555"
Gong,Day 0,Double your close rates with these messaging techniques,"Hi first_name,
Q:
What¡¯s the difference between President¡¯s Club winners and average salespeople?
A:
They know how to drive mouth-watering URGENCY.
The kind that makes your buyers like¡¦
In 13 days, you¡¯re going to learn how to do that step-by-step. Not just sometimes. Every time.
Kyle Bastien, Director of Sales Enablement at Drift, is joining me for one of the most valuable webinars you¡¯ll ever attend.
He¡¯s one of the most respected sales enablement leaders in SaaS, and his team is crushing it.
If you join us, gone will be the days of buyers saying ¡°Let us talk internally and get back to you.¡±
BUT¡¦ here¡¯s a WARNING:
This event is for experienced sales pros only. Rookies might have trouble keeping up.
Claim your seat here.
P.S.
Our last webinar had 2,849 attendees.
We¡¯re capping this one at 3,000 due to GoToWebinar being ungodly expensive.
Claim your spot before we hit 3,000 here.
Cheers,
John Doe | Senior Director, Product Marketing | Gong.io
E: john.doe@gong.io
W: www.gong.io"
Gong,Day 12,Hey you. Open that Chrome tab back up.,"Hi first_name,
In 24 hours, your chance to learn President¡¯s Club-level techniques goes buh-bye.
You¡¯ll learn step-by-step sales messaging techniques that get your buyers all in a tizzy.
In a good way. ¡°Tizzies¡± can sometimes be good, right!?
And it¡¯s all for FREE-99. Mmmhmm.
If you¡¯re still on the proverbial fence (which, in non-proverbial terms, probably just means an open Chrome tab among the other 17 you have open)...
Then dare I suggest you¡¯re overthinking it?!
As my old boss used to say ""Ain¡¯t no ROI in overthinking it!""
Grab your spot here.
- John
P.S.
We¡¯re capping this event at 3,000 attendees.
Blame the webinar platforms for their attendee-based pricing model :)
We¡¯ve so far got 1,981 people signed up:
Grab your spot here. You¡¯ve still got time¡¦ sensei."
Gong,Day 13,In one hour¡¦ ¡°it¡± happens,"Hi first_name,
In one hour¡¦
The greatest sales webinar of 2019 is happening.
You¡¯ll come away with a grab-bag of sales messaging techniques that drive URGENCY.
No more of this ¡°let us talk internally and get back to you.¡±
And¡¦ it¡¯s free.
Join us in one hour by signing up here.
Nothing to lose.
Lots of income to gain :)
Cheers,
John Doe | Senior Director, Product Marketing | Gong.io
E: john.doe@gong.io
W: www.gong.io"
Gong,Day 20,29 sales questions you can ask to win more deals,"Hi first_name,
Looking for a list of ?? sales questions?
Sweet, your Thursday just got A LOT better.
Asking high-impact sales questions is how the best sales pros consistently blow out their number.
(Hint: that¡¯s you).
Here¡¯s your ultimate guide to asking sales questions (and 29 questions you can use today).
Cheers,
John Doe | Senior Director, Product Marketing | Gong.io
E: john.doe@gong.io
W: www.gong.io"
Jumio,Day 0,Are you really...you?,"Hi first_name,
It¡¯s getting harder and harder to know if someone is who they claim to be online.
Identity theft is on the rise and account takeovers tripled in 2017 from the previous year, with losses that totalled $5.1 billion. That means you have to worry about whether that person on the other end of that online transaction is really who they say they are.
That's where identity verification and authentication strategies become a critical component of your online business processes.
If this is top of mind for you and your business, maybe it¡¯s worth having a chat this week?
Kind Regards,
John Doe
Sales Development Representative
Mob: +44 555 666 555"
Jumio,Day 4,What's your mothers maiden name?,"Hi first_name,
What was the make and model of your first car? What was your elementary school? What is your mother¡¯s maiden name?
These are all questions that consumers have probably answered more times in the last 5-10 years than in every year of their life combined. If you¡¯re still relying on this type of ""knowledge-based"" verification and assuming that only the real person will know the answers to these questions,"" then you¡¯re putting your organization at risk.
The sad truth is that hackers at this point are more likely to know a consumer¡¯s data better than the consumer knows it, thanks to large scale data breaches and the Dark Web.
You should evaluate a fast and low-friction alternative to KBA. Are you free tomorrow?
Regards,
John Doe
Sales Development Representative
Mob: +44 555 666 555"
